"title","imdb_id","titleType","startYear","endYear","genres","averageRating","numVotes","director","platform"
"They Reach","tt6483422","movie",2020,0,"Adventure,Horror",4.4,1260,"Sylas Dall","Prime Video"
"The Resident","tt6483832","tvSeries",2018,2023,"Drama",7.8,37837,NA,"Disney+"
"The Resident","tt6483832","tvSeries",2018,2023,"Drama",7.8,37837,NA,"Hulu"
"The Resident","tt6483832","tvSeries",2018,2023,"Drama",7.8,37837,NA,"Netflix"
"Legacy: The True Story of the LA Lakers","tt6484074","tvMiniSeries",2022,2022,"Documentary,History,Sport",8.2,1793,"Antoine Fuqua","Hulu"
"Broken Diamonds","tt6484398","movie",2021,0,"Drama",5.7,356,"Peter Sattler","Prime Video"
"Mersal","tt6485666","movie",2017,0,"Action,Crime,Thriller",7.5,39455,"Atlee","Hulu"
"Mersal","tt6485666","movie",2017,0,"Action,Crime,Thriller",7.5,39455,"Atlee","Netflix"
"The Land of Steady Habits","tt6485928","movie",2018,0,"Comedy,Drama",6.2,9184,"Nicole Holofcener","Netflix"
"Insatiable","tt6487482","tvSeries",2018,2019,"Comedy,Drama,Thriller",6.5,33885,NA,"Netflix"
"Eternal Love","tt6488862","tvSeries",2017,2017,"Drama,Fantasy,Romance",8.3,3160,NA,"Netflix"
"Harvie and the Magic Museum","tt6489160","movie",2017,0,"Adventure,Animation,Comedy",4.1,340,NA,"Hulu"
"Sweetness in the Belly","tt6489562","movie",2019,0,"Drama",5.6,842,"Zeresenay Mehari","Prime Video"
"Jellyfish","tt6490394","movie",2018,0,"Drama",7.2,1241,"James Gardner","Prime Video"
"Anne of Green Gables: Fire and Dew","tt6490538","tvMovie",2017,0,"Comedy,Family",6.6,376,"John Kent Harrison","Prime Video"
"Project Ithaca","tt6490930","movie",2019,0,"Horror,Sci-Fi,Thriller",4.1,1760,"Nicholas Humphries","Paramount+"
"Fittest on Earth: A Decade of Fitness","tt6491170","movie",2017,0,"Documentary",7.2,1595,NA,"Prime Video"
"Nenu Local","tt6494052","movie",2017,0,"Action,Comedy,Romance",6.4,3091,"Trinadha Rao Nakkina","Hulu"
"Clive Davis: The Soundtrack of Our Lives","tt6494358","movie",2017,0,"Documentary",7.5,1259,"Chris Perkel","Netflix"
"Siberia","tt6494418","movie",2018,0,"Crime,Drama,Romance",4.3,17576,"Matthew Ross","Paramount+"
"Made in Heaven","tt6494622","tvSeries",2019,0,"Drama,Romance",8.2,14709,NA,"Prime Video"
"Migration","tt6495056","movie",2023,0,"Adventure,Animation,Comedy",6.6,37284,NA,"Netflix"
"Little Women","tt6495094","movie",2018,0,"Drama,Family",5.3,1473,"Clare Niederpruem","Prime Video"
"Gilbert","tt6495526","movie",2017,0,"Biography,Comedy,Documentary",7.6,1075,"Neil Berkeley","Prime Video"
"Ingobernable","tt6495756","tvSeries",2017,0,"Crime,Drama,Mystery",7,3526,"Pitipol Ybarra","Netflix"
"Paula","tt6495880","tvMiniSeries",2017,2017,"Drama,Thriller",6.3,1469,"Alex Holmes","Prime Video"
"Final Fantasy XIV: Dad of Light","tt6497076","tvMiniSeries",2017,2017,"Drama",7.1,689,NA,"Netflix"
"Savage Kingdom","tt6498784","tvSeries",2016,2020,"Documentary,Drama",8.4,559,"Brad Bestelink","Disney+"
"Upgrade","tt6499752","movie",2018,0,"Action,Sci-Fi,Thriller",7.5,216717,"Leigh Whannell","Netflix"
"After You're Gone","tt6500276","movie",2016,0,"Drama",5.9,274,"Anna Matison","Prime Video"
"Chunkzz","tt6502580","movie",2017,0,"Comedy",4.8,1581,"Omar Lulu","Hulu"
"Yucatán","tt6502956","movie",2018,0,"Comedy",5.6,2425,"Daniel Monzón","Netflix"
"Danger One","tt6504538","movie",2018,0,"Action,Comedy,Crime",5.5,5172,"Tom Oesch","Prime Video"
"The Third Eye","tt6506146","movie",2017,0,"Drama,Fantasy,Horror",5.1,1711,"Rocky Soraya","Netflix"
"The Colony","tt6506264","movie",2021,0,"Action,Adventure,Sci-Fi",5.4,13235,"Tim Fehlbaum","Prime Video"
"Angry Neighbors","tt6506346","movie",2022,0,"Comedy",4.1,1002,"Warren Brock","Prime Video"
"KL24: Zombies","tt6508770","movie",2017,0,"Action,Comedy,Horror",5.4,110,NA,"Prime Video"
"The Last Stop","tt6508926","movie",2017,0,"Biography,Documentary,Drama",7.1,503,"Todd Nilssen","Prime Video"
"Stevie Nicks: Through the Looking Glass","tt6512256","video",2013,0,"Documentary",6.9,132,"Elio Espana","Prime Video"
"Immortal Demon Slayer","tt6513406","movie",2017,0,"Action,Adventure,Family",5.9,2039,"Chi-Kin Kwok","Prime Video"
"Brij Mohan Amar Rahe!","tt6514010","movie",2017,0,"Comedy,Crime,Drama",6.5,3946,"Nikhil Nagesh Bhat","Netflix"
"Arthurs Gesetz","tt6516354","tvMiniSeries",2018,0,"Comedy",7.2,408,"Christian Zübert","Max"
"Cold Zone","tt6516590","movie",2017,0,"Action,Sci-Fi",3.6,1135,"John MacCarthy","Prime Video"
"Castlevania","tt6517102","tvSeries",2017,2021,"Action,Adventure,Animation",8.3,85153,NA,"Netflix"
"Too Old to Die Young","tt6517320","tvMiniSeries",2019,2019,"Crime,Drama,Thriller",7.3,11662,"Nicolas Winding Refn","Prime Video"
"The Genius of George Boole","tt6517392","movie",2015,0,"Documentary",7,119,"Stephen Mizelas","Prime Video"
"Love Contractually","tt6518634","movie",2017,0,"Comedy,Drama,Romance",4.9,231,"Guonan Liu","Prime Video"
"Open 24 Hours","tt6521776","movie",2018,0,"Horror",5.5,5345,"Padraig Reynolds","Prime Video"
"Jay and Silent Bob Reboot","tt6521876","movie",2019,0,"Action,Adventure,Comedy",5.6,29075,"Kevin Smith","Prime Video"
"Spyder","tt6522546","movie",2017,0,"Action,Crime,Thriller",6.3,11702,"A.R. Murugadoss","Netflix"
"Little Things","tt6522580","tvSeries",2016,0,"Comedy,Romance",8.2,7807,NA,"Netflix"
"Diamantino","tt6522668","movie",2018,0,"Comedy,Drama,Fantasy",6.3,3248,NA,"Prime Video"
"Hunting Emma","tt6523174","movie",2017,0,"Action,Thriller",5.9,1490,"Byron Davis","Prime Video"
"The Quake","tt6523720","movie",2018,0,"Action,Drama,Thriller",6.2,15286,"John Andreas Andersen","Hulu"
"The Quake","tt6523720","movie",2018,0,"Action,Drama,Thriller",6.2,15286,"John Andreas Andersen","Prime Video"
"Big Mouth","tt6524350","tvSeries",2017,2025,"Animation,Comedy,Romance",7.8,91812,NA,"Netflix"
"Enemy Within","tt6525952","movie",2019,0,"Action,Drama,History",4.7,1073,"Gabriel Robertson","Prime Video"
"Zero","tt6527426","movie",2018,0,"Comedy,Drama,Romance",5.2,30903,"Aanand L. Rai","Netflix"
"Asphalt Burning","tt6527456","movie",2020,0,"Action,Comedy",5.2,2870,"Hallvard Bræin","Netflix"
"Hochelaga, Land of Souls","tt6530104","movie",2017,0,"History",6.5,572,"François Girard","Prime Video"
"Ascharya Fuck It","tt6531196","movie",2018,0,"Drama,Romance",5,1030,"Samit Kakkad","Netflix"
"Gogol","tt6532868","tvSeries",2017,2019,"Biography,Drama,Mystery",6.8,913,"Egor Baranov","Prime Video"
"Night Hunter","tt6533240","movie",2018,0,"Action,Adventure,Crime",5.9,28661,"David Raymond","Prime Video"
"Princess of the Row","tt6533972","movie",2019,0,"Drama,Thriller",6.5,612,"Van Maximilian Carlson","Prime Video"
"Empire Queen: The Golden Age of Magic","tt6534616","movie",2024,0,"Adventure,Comedy,Fantasy",3.1,186,NA,"Prime Video"
"Haunt","tt6535880","movie",2019,0,"Horror,Thriller",6.3,41861,NA,"Prime Video"
"Seeking a Man","tt6539420","movie",2017,0,"Comedy,Drama,Romance",6.3,797,"Mohamed Ali","Netflix"
"Katherine Ryan: In Trouble","tt6540084","tvSpecial",2017,0,"Comedy",7,2374,"Colin Dench","Netflix"
"#SquadGoals","tt6540984","movie",2018,0,"Drama,Horror,Mystery",4.3,642,"Danny J. Boyle","Prime Video"
"Andre the Giant","tt6543420","tvMovie",2018,0,"Biography,Documentary,Sport",7.8,7040,"Jason Hehir","Max"
"Cold War","tt6543652","movie",2018,0,"Drama,Music,Romance",7.5,63116,"Pawel Pawlikowski","Prime Video"
"The Mandela Effect","tt6544220","movie",2019,0,"Drama,Horror,Sci-Fi",5.8,5129,NA,"Prime Video"
"Bert Kreischer: The Machine","tt6545220","tvSpecial",2016,0,"Comedy",7.6,2155,"Ryan Polito","Netflix"
"Life Like","tt6547786","movie",2019,0,"Drama,Sci-Fi,Thriller",5.4,4385,"Josh Janowicz","Prime Video"
"Castle Rock","tt6548228","tvSeries",2018,2019,"Drama,Fantasy,Horror",7.5,53240,NA,"Disney+"
"Castle Rock","tt6548228","tvSeries",2018,2019,"Drama,Fantasy,Horror",7.5,53240,NA,"Hulu"
"Kill 'em All 2","tt6549510","movie",2024,0,"Action",4,967,"Valeri Milev","Netflix"
"Gad Elmaleh: Part En Live","tt6550440","tvMovie",2017,0,"Comedy",6.9,455,"Mario Rouleau","Netflix"
"Heels","tt6554240","tvSeries",2021,2023,"Drama,Sport",8,10494,NA,"Netflix"
"Hot Ones","tt6556992","tvSeries",2015,0,"Comedy,Talk-Show",8.3,2457,"Kai Streets","Disney+"
"Hot Ones","tt6556992","tvSeries",2015,0,"Comedy,Talk-Show",8.3,2457,"Kai Streets","Hulu"
"Hot Ones","tt6556992","tvSeries",2015,0,"Comedy,Talk-Show",8.3,2457,"Kai Streets","Prime Video"
"The Forest","tt6560040","tvMiniSeries",2017,2017,"Crime,Drama",7.2,13617,NA,"Netflix"
"Losing Our Religion","tt6561494","movie",2017,0,"Documentary",7.6,51,NA,"Prime Video"
"Trevor Noah: Afraid of the Dark","tt6562866","tvSpecial",2017,0,"Comedy",7.3,6005,"David Paul Meyer","Netflix"
"The Queen's Corgi","tt6563576","movie",2019,0,"Animation,Comedy,Family",4.9,8052,NA,"Prime Video"
"Formentera Lady","tt6563862","movie",2018,0,"Comedy,Drama",5.7,261,"Pau Durà","Prime Video"
"Dark Phoenix","tt6565702","movie",2019,0,"Action,Adventure,Sci-Fi",5.7,214239,"Simon Kinberg","Disney+"
"Fear Street: 1994","tt6566576","movie",2021,0,"Drama,Horror,Mystery",6.2,99431,"Leigh Janiak","Netflix"
"Native Son","tt6566768","movie",2019,0,"Drama",5.7,2894,"Rashid Johnson","Max"
"Vamps","tt6569546","movie",2017,0,"Action,Fantasy,Horror",4.3,1051,"Sergey Ginzburg","Prime Video"
"AINBO: Spirit of the Amazon","tt6570098","movie",2021,0,"Adventure,Animation,Comedy",4.9,2367,NA,"Prime Video"
"Gags the Clown","tt6570372","movie",2018,0,"Comedy,Horror",4.8,816,"Adam Krause","Prime Video"
"The White Tiger","tt6571548","movie",2021,0,"Crime,Drama",7.1,66675,"Ramin Bahrani","Netflix"
"The Ring Thing","tt6572694","movie",2017,0,"Drama",5.1,233,"William Sullivan","Prime Video"
"Human Flow","tt6573444","movie",2017,0,"Documentary",7.2,2829,"Ai Weiwei","Prime Video"
"BLAME!","tt6574146","movie",2017,0,"Action,Animation,Drama",6.6,9356,"Hiroyuki Seshita","Netflix"
"Rakshadhikari Baiju (Oppu)","tt6576288","movie",2017,0,"Comedy,Drama",7.3,1090,"Ranjan Pramod","Hulu"
"Kuzu no honkai","tt6577448","tvSeries",2017,2017,"Drama,Romance",6.3,445,NA,"Prime Video"
"On Halloween","tt6580050","movie",2020,0,"Horror",3.2,563,"Timothy Boyle","Prime Video"
"102 Not Out","tt6580564","movie",2018,0,"Comedy,Drama",7.4,7649,"Umesh Shukla","Prime Video"
"Booba","tt6581428","tvSeries",2014,0,"Animation,Comedy,Family",6.8,553,NA,"Netflix"
"Booba","tt6581428","tvSeries",2014,0,"Animation,Comedy,Family",6.8,553,NA,"Prime Video"
"Patrick Melrose","tt6586318","tvMiniSeries",2018,2018,"Drama",8,33512,"Edward Berger","Netflix"
"The Boy and the Heron","tt6587046","movie",2023,0,"Adventure,Animation,Drama",7.4,83715,"Hayao Miyazaki","Max"
"Five Came Back","tt6587094","tvMiniSeries",2017,2017,"Biography,Documentary,History",8.2,5396,"Laurent Bouzereau","Netflix"
"Terrace House: Aloha State","tt6588218","tvSeries",2016,2017,"Drama,Reality-TV",7.4,1154,"Masato Maeda","Netflix"
"After the Rain","tt6591406","tvMiniSeries",2018,2018,"Animation,Drama,Romance",7.4,1750,NA,"Prime Video"
"Marvel Future Avengers","tt6591446","tvSeries",2017,2018,"Action,Adventure,Animation",5.7,402,NA,"Disney+"
"Buddy Thunderstruck","tt6591468","tvSeries",2017,2017,"Action,Animation,Comedy",7.7,559,NA,"Netflix"
"Drive","tt6593054","movie",2019,0,"Action,Crime,Thriller",3.2,8314,"Tarun Mansukhani","Netflix"
"Pond Life","tt6594272","movie",2022,0,"Comedy",4.9,12,"Gord Rand","Prime Video"
"Blippi","tt6594882","tvSeries",2014,0,"Family",5.9,660,NA,"Hulu"
"Blippi","tt6594882","tvSeries",2014,0,"Family",5.9,660,NA,"Max"
"Blippi","tt6594882","tvSeries",2014,0,"Family",5.9,660,NA,"Netflix"
"Blippi","tt6594882","tvSeries",2014,0,"Family",5.9,660,NA,"Prime Video"
"Invisible","tt6596630","movie",2017,0,"Drama",6,878,"Pablo Giorgelli","Netflix"
"Madre","tt6597824","short",2017,0,"Drama,Short,Thriller",7.4,2224,"Rodrigo Sorogoyen","Paramount+"
"Take Me","tt6598626","movie",2017,0,"Comedy,Crime,Mystery",6.1,6706,"Pat Healy","Netflix"
"The Romanoffs","tt6599482","tvSeries",2018,2018,"Drama",7,6667,"Matthew Weiner","Prime Video"
"Team Thor: Part 2","tt6599818","video",2017,0,"Comedy,Sci-Fi,Short",7.3,6766,"Taika Waititi","Disney+"
"Hitler's Circle of Evil","tt6600720","tvMiniSeries",2018,2018,"Biography,Documentary,History",8,5360,NA,"Netflix"
"Rise of the Teenage Mutant Ninja Turtles","tt6601082","tvSeries",2018,2020,"Action,Adventure,Animation",5.9,6587,NA,"Netflix"
"Rise of the Teenage Mutant Ninja Turtles","tt6601082","tvSeries",2018,2020,"Action,Adventure,Animation",5.9,6587,NA,"Paramount+"
"The Dark Kingdom","tt6603378","movie",2018,0,"Action,Adventure,Sci-Fi",3.1,717,"Simon Wells","Prime Video"
"Crossroads: One Two Jaga","tt6603812","movie",2018,0,"Action,Crime,Drama",6.5,716,"Namron","Netflix"
"Making Apes: The Artists Who Changed Film","tt6605516","movie",2019,0,"Documentary",7.7,260,"William Conlin","Prime Video"
"Mike Birbiglia: Thank God for Jokes","tt6608034","tvSpecial",2017,0,"Comedy",7.5,2827,NA,"Netflix"
"Kita Kita","tt6608138","movie",2017,0,"Comedy,Drama,Romance",7.5,1272,"Sigrid Andrea Bernardo","Prime Video"
"One Piece: Adventure of Nebulandia","tt6609162","tvMovie",2015,0,"Action,Adventure,Animation",6.7,944,"Kônosuke Uda","Netflix"
"Rust Creek","tt6610158","movie",2018,0,"Action,Crime,Drama",5.9,14401,"Jen McGowan","Netflix"
"Kingdom","tt6611916","tvSeries",2019,2020,"Action,Drama,Horror",8.3,57316,NA,"Netflix"
"Changeland","tt6612946","movie",2019,0,"Comedy,Drama",5.7,2906,"Seth Green","Hulu"
"Changeland","tt6612946","movie",2019,0,"Comedy,Drama",5.7,2906,"Seth Green","Prime Video"
"The Bygone","tt6613958","movie",2019,0,"Crime,Drama,Mystery",5.6,4072,NA,"Prime Video"
"Amy Schumer: The Leather Special","tt6616074","tvSpecial",2017,0,"Comedy",3.2,10685,"Amy Schumer","Netflix"
"Deadwind","tt6616260","tvSeries",2018,2021,"Crime,Drama,Mystery",7.3,13735,"Rike Jokela","Netflix"
"Indu Sarkar","tt6620324","movie",2017,0,"Drama,Thriller",6,2288,"Madhur Bhandarkar","Hulu"
"Recall","tt6622960","movie",2018,0,"Drama",6.4,349,"Katsuhide Motoki","Prime Video"
"A Good Woman Is Hard to Find","tt6624144","movie",2019,0,"Crime,Drama,Thriller",6.3,5734,"Abner Pastoll","Prime Video"
"Patria","tt6625730","tvMiniSeries",2020,2020,"Drama",8.2,6737,NA,"Max"
"Listen","tt6627168","movie",2020,0,"Drama",7,2134,"Ana Rocha","Prime Video"
"Bananya","tt6631966","tvSeries",2016,2024,"Animation,Comedy,Family",6.2,240,NA,"Hulu"
"The King Tide","tt6632018","movie",2023,0,"Thriller",6.4,2290,"Christian Sparkes","Prime Video"
"Bride to Be","tt6638536","movie",2018,0,"Comedy,Romance",5.4,88,"Nataliya Padilla","Prime Video"
"Gold Rush: Parker's Trail","tt6639066","tvSeries",2017,2024,"Reality-TV",6.9,730,NA,"Hulu"
"Gold Rush: Parker's Trail","tt6639066","tvSeries",2017,2024,"Reality-TV",6.9,730,NA,"Max"
"The Match","tt6639482","movie",2020,0,"Drama,History,Sport",5.8,889,NA,"Prime Video"
"Triple Threat","tt6643972","movie",2019,0,"Action,Thriller",5.6,13014,"Jesse V. Johnson","Prime Video"
"A Quiet Place","tt6644200","movie",2018,0,"Drama,Horror,Sci-Fi",7.5,616147,"John Krasinski","Paramount+"
"Trolls Holiday","tt6645614","tvMovie",2017,0,"Adventure,Animation,Comedy",6.1,3555,"Joel Crawford","Netflix"
"Darkness Falls","tt6647564","movie",2020,0,"Crime,Drama,Thriller",4.6,1432,"Julien Seri","Prime Video"
"False Witness","tt6648932","movie",2019,0,"Thriller",4,1450,"Tom Sands","Prime Video"
"Infinite","tt6654210","movie",2021,0,"Action,Sci-Fi,Thriller",5.5,64209,"Antoine Fuqua","Prime Video"
"Pipeline","tt6655214","movie",2020,0,"Horror",2.7,156,"Emily Aguilar","Prime Video"
"The Rain","tt6656238","tvSeries",2018,2020,"Drama,Sci-Fi,Thriller",6.3,42897,NA,"Netflix"
"A Song for Christmas","tt6658510","tvMovie",2017,0,"Comedy,Drama,Family",5.9,1053,"Christie Will Wolf","Prime Video"
"Every Time I Die","tt6659936","movie",2019,0,"Thriller",5.2,1418,"Robi Michael","Prime Video"
"Devilman: Crybaby","tt6660498","tvMiniSeries",2018,2018,"Action,Animation,Drama",7.6,30759,NA,"Netflix"
"Inspector Sun and the Curse of the Black Widow","tt6661616","movie",2022,0,"Animation,Comedy,Family",5.2,521,"Julio Soto Gurpide","Hulu"
"Mama June: Family Crisis","tt6663476","tvSeries",2017,0,"Reality-TV",4.3,581,NA,"Hulu"
"Pulse","tt6664638","tvMiniSeries",2017,2017,"Drama",6.8,367,NA,"Prime Video"
"Extremity","tt6664700","movie",2018,0,"Horror,Mystery",4.3,1148,"Anthony DiBlasi","Prime Video"
"The Marriage","tt6665464","movie",2017,0,"Drama,Romance",6.8,699,"Blerta Zeqiri","Prime Video"
"Loco","tt6666294","movie",2020,0,"Drama,Thriller",4.5,140,"Justin Galindo","Prime Video"
"Home Town","tt6666966","tvSeries",2016,0,"Reality-TV",8.1,1587,NA,"Disney+"
"Home Town","tt6666966","tvSeries",2016,0,"Reality-TV",8.1,1587,NA,"Hulu"
"Home Town","tt6666966","tvSeries",2016,0,"Reality-TV",8.1,1587,NA,"Max"
"A Life of Speed: The Juan Manuel Fangio Story","tt6668212","movie",2020,0,"Biography,Documentary,Sport",7,2384,"Francisco Macri","Netflix"
"Requiem for a Fighter","tt6672082","movie",2018,0,"Drama",4.1,3231,"Danny Patrick","Prime Video"
"The Spacewalker","tt6673840","movie",2017,0,"Drama,History",7.2,8280,"Dmitriy Kiselev","Prime Video"
"Transit","tt6675244","movie",2018,0,"Drama,Sci-Fi",6.9,12189,"Christian Petzold","Prime Video"
"Con Man","tt6675400","movie",2018,0,"Crime,Drama",4.8,1108,"Bruce McAlester","Prime Video"
"In a Relationship","tt6676028","movie",2018,0,"Comedy,Drama",5.5,3251,"Sam Boyd","Paramount+"
"In a Relationship","tt6676028","movie",2018,0,"Comedy,Drama",5.5,3251,"Sam Boyd","Prime Video"
"Mariah Carey's All I Want for Christmas Is You","tt6678950","video",2017,0,"Animation,Comedy,Family",5.4,1338,"Guy Vasilovich","Prime Video"
"Forgive Us Our Debts","tt6679412","movie",2018,0,"Drama",6.2,1734,"Antonio Morabito","Netflix"
"Outlaw King","tt6679794","movie",2018,0,"Action,Biography,Drama",6.9,83378,"David Mackenzie","Netflix"
"Pennywise: The Story of ‘It’","tt6682484","movie",2021,0,"Documentary,Horror",7.4,1347,NA,"Prime Video"
"Jean-Claude Van Johnson","tt6682754","tvMiniSeries",2016,2017,"Action,Comedy,Drama",7.5,10397,"Peter Atencio","Prime Video"
"Amazing Hotels: Life Beyond the Lobby","tt6684082","tvSeries",2017,0,"Documentary",7.7,486,NA,"Prime Video"
"Moon Rock for Monday","tt6685476","movie",2020,0,"Adventure,Drama",6.5,3214,"Kurt Martin","Prime Video"
"Mavka: The Forest Song","tt6685538","movie",2023,0,"Adventure,Animation,Comedy",6.6,6363,NA,"Hulu"
"Maya the Bee: The Honey Games","tt6685596","movie",2018,0,"Adventure,Animation,Comedy",5.5,1055,NA,"Prime Video"
"1,000,000 yen no Onnatachi","tt6686450","tvMiniSeries",2017,2017,"Crime,Mystery,Romance",7.5,2181,NA,"Netflix"
"After Everything","tt6688022","movie",2018,0,"Comedy,Drama,Romance",6.4,2559,NA,"Hulu"
"After Everything","tt6688022","movie",2018,0,"Comedy,Drama,Romance",6.4,2559,NA,"Prime Video"
"The Field Guide to Evil","tt6688354","movie",2018,0,"Horror",4.8,2585,NA,"Hulu"
"Puppy Dog Pals","tt6688750","tvSeries",2017,2023,"Adventure,Animation,Comedy",6.8,1356,NA,"Disney+"
"She Came to Me","tt6689014","movie",2023,0,"Comedy,Drama,Music",6,7469,"Rebecca Miller","Disney+"
"She Came to Me","tt6689014","movie",2023,0,"Comedy,Drama,Music",6,7469,"Rebecca Miller","Hulu"
"Extraordinary Mission","tt6690310","movie",2017,0,"Action,Crime",6.2,913,NA,"Prime Video"
"El Chapo","tt6692188","tvSeries",2017,2018,"Biography,Crime,Drama",7.8,21137,NA,"Netflix"
"Ittefaq","tt6692354","movie",2017,0,"Mystery,Thriller",7.2,14985,"Abhay Chopra","Netflix"
"Ronny Chieng: International Student","tt6696736","tvSeries",2017,2017,"Comedy",7.5,919,"Jonathan Brough","Prime Video"
"Runaway Romance","tt6699114","tvMovie",2018,0,"Drama,Romance",6.1,1447,"Brian Herzlinger","Prime Video"
"Solo","tt6699860","movie",2018,0,"Adventure,Biography,Drama",5,3340,"Hugo Stuven","Netflix"
"The Photographer of Mauthausen","tt6704776","movie",2018,0,"Biography,Drama,History",6.7,12993,"Mar Targarona","Netflix"
"Montford: The Chickasaw Rancher","tt6704894","movie",2021,0,"Biography,Drama,History",6.7,1109,"Nathan Frankowski","Netflix"
"Elisa & Marcela","tt6704898","movie",2019,0,"Biography,Drama,Romance",6.6,6090,"Isabel Coixet","Netflix"
"The Underground Railroad","tt6704972","tvMiniSeries",2021,2021,"Drama,Fantasy,History",7.4,8845,"Barry Jenkins","Prime Video"
"The Tribe","tt6708044","movie",2018,0,"Comedy,Music",5.8,3112,"Fernando Colomo","Netflix"
"Bad Seeds","tt6708116","movie",2018,0,"Comedy",7.3,6454,"Kheiron","Netflix"
"Black Crab","tt6708668","movie",2022,0,"Action,Adventure,Drama",5.7,27153,"Adam Berg","Netflix"
"Warning: This Drug May Kill You","tt6710212","movie",2017,0,"Documentary",7.2,667,"Perri Peltz","Max"
"Liberated: The New Sexual Revolution","tt6710214","movie",2017,0,"Documentary",6,1707,"Benjamin Nolot","Netflix"
"Everything Everywhere All at Once","tt6710474","movie",2022,0,"Action,Adventure,Comedy",7.8,562413,NA,"Max"
"The Jurassic Games","tt6710826","movie",2018,0,"Action,Horror,Sci-Fi",3.9,3201,"Ryan Bellgardt","Prime Video"
"Spirit Riding Free","tt6710836","tvSeries",2017,2020,"Action,Adventure,Animation",6.5,1226,NA,"Netflix"
"Requiem","tt6712390","tvMiniSeries",2018,2018,"Drama,Fantasy,Mystery",6.4,7594,"Mahalia Belo","Netflix"
"The Loud House Movie","tt6714432","movie",2021,0,"Adventure,Animation,Comedy",6.1,3067,"Dave Needham","Netflix"
"Get Me Roger Stone","tt6714534","movie",2017,0,"Biography,Documentary",7.3,7809,NA,"Netflix"
"Dead Water","tt6716912","movie",2019,0,"Action,Adventure,Crime",3.7,915,"Chris Helton","Paramount+"
"Grizzy and the Lemmings","tt6717058","tvSeries",2016,2024,"Adventure,Animation,Comedy",7.2,1053,NA,"Netflix"
"The Insomnia Club","tt6719840","movie",2018,0,"Drama",6.3,565,NA,"Netflix"
"Jo Koy: Live from Seattle","tt6720442","tvSpecial",2017,0,"Comedy",7.3,1688,"Shannon Hartman","Netflix"
"HiGH&LOW The Movie 2: End of Sky","tt6721358","movie",2017,0,"Action",7.1,613,NA,"Netflix"
"The Intruder","tt6722030","movie",2019,0,"Horror,Thriller",5.6,20073,"Deon Taylor","Hulu"
"Fast Charlie","tt6722400","movie",2023,0,"Action,Crime,Drama",6,25011,"Phillip Noyce","Hulu"
"Marlowe","tt6722802","movie",2022,0,"Crime,Drama,Mystery",5.4,13181,"Neil Jordan","Prime Video"
"Broken Mirrors","tt6723102","movie",2018,0,"Drama",6.7,275,NA,"Prime Video"
"BuzzFeed Unsolved: Supernatural","tt6723522","tvSeries",2016,2021,"Adventure,Comedy,Horror",8.7,1826,NA,"Hulu"
"BuzzFeed Unsolved: Supernatural","tt6723522","tvSeries",2016,2021,"Adventure,Comedy,Horror",8.7,1826,NA,"Prime Video"
"Scenes from a Marriage","tt6725014","movie",1974,0,"Drama",8.3,9209,"Ingmar Bergman","Max"
"Bhaagamathie","tt6727296","movie",2018,0,"Horror,Thriller",6.9,3434,"Ashok G.","Hulu"
"Bhaagamathie","tt6727296","movie",2018,0,"Horror,Thriller",6.9,3434,"Ashok G.","Prime Video"
"Shockwave: Countdown to Disaster","tt6727598","movie",2017,0,"Action,Adventure,Sci-Fi",3.6,1110,"Nick Lyon","Prime Video"
"The Breaker Upperers","tt6728096","movie",2018,0,"Comedy",5.9,6993,NA,"Netflix"
"Kuroko's Basketball the Movie: Last Game","tt6728390","movie",2017,0,"Animation,Drama,Sport",7.7,3676,"Shunsuke Tada","Netflix"
"Tyrel","tt6729000","movie",2018,0,"Comedy,Drama",5.5,1601,"Sebastián Silva","Hulu"
"Collateral","tt6729080","tvMiniSeries",2018,2018,"Crime,Drama,Mystery",6.8,22263,"S.J. Clarkson","Netflix"
"Lazer Team 2","tt6730898","movie",2017,0,"Action,Comedy,Sci-Fi",6.3,3640,NA,"Prime Video"
"America: The Motion Picture","tt6733874","movie",2021,0,"Action,Adventure,Animation",5.6,7620,"Matt Thompson","Netflix"
"Pa Paandi","tt6734886","movie",2017,0,"Action,Drama,Musical",7.4,2245,"Dhanush","Netflix"
"DJ: Duvvada Jagannadham","tt6734984","movie",2017,0,"Action,Comedy,Crime",5.9,6509,"Harish Shankar","Hulu"
"Ready to Mingle","tt6736198","movie",2019,0,"Comedy",5.9,2596,"Luis Javier Henaine","Netflix"
"Invader ZIM: Enter the Florpus","tt6739094","tvMovie",2019,0,"Action,Adventure,Animation",7.4,6708,NA,"Netflix"
"James vs. His Future Self","tt6739796","movie",2019,0,"Comedy,Drama,Sci-Fi",5.9,1158,"Jeremy LaLonde","Prime Video"
"Abduction of Angie","tt6740608","movie",2017,0,"Crime,Drama,Thriller",5,102,"Danny J. Boyle","Prime Video"
"Invincible","tt6741278","tvSeries",2021,0,"Action,Adventure,Animation",8.6,224514,NA,"Prime Video"
"Candy Jar","tt6744044","movie",2018,0,"Comedy,Drama,Romance",5.8,5678,"Ben Shelton","Netflix"
"Lost Transmissions","tt6744360","movie",2019,0,"Drama",5.1,1256,"Katharine O'Brien","Prime Video"
"8 Thottakkal","tt6747242","movie",2017,0,"Thriller",7.5,2341,NA,"Hulu"
